Symbol,Name,BuiltOn
EDDA,EDDASwap (EDDA),ETH
DHV,DeHive (DHV),ETH
FOGE,Fat Doge (FOGE),ETH
IDEX,IDEX (IDEX),ETH
ROI,ROIcoin (ROI),
PIE,Persistent Information Exchange (PIE),
FC,Facecoin (FC),
UGT,Universal Games Token (UGT),
HLT,HyperLoot (HLT),
UPX,uPlexa (UPX),
XPO.CUR,XPO Logistics (XPO.CUR),
MBN,Mobilian Coin (MBN),
UNIT,Universal Currency (UNIT),
PNGN,SpacePenguin (PNGN),ETH
OKBDOOM,10X Short OKB Token (OKBDOOM),ETH
UDT,Unlock Protocol (UDT),ETH
CRM,Cream (CRM),
ANDC,Android chain (ANDC),
VEC2,VectorCoin 2.0 (VEC2),
CYCLUB,Cyclub (CYCLUB),ETH
MOBI,Mobius (MOBI),
GAME,Gamecredits (GAME),ETH
UMBR,Umbria Network (UMBR),ETH
VULC,Vulcano (VULC),
CCOMM,Crypto Commonwealth (CCOMM),
VERIF,Verifier (VERIF),
OUR,Our Pay (OUR),ETH
TORN,Tornado Cash (TORN),ETH
TELL,Tellurion (TELL),
DOGEHEDGE,1X Short Dogecoin Token (DOGEHEDGE),
HITBTC,HitBTC Token (HITBTC),ETH
GOOD,Goodomy (GOOD),
INVC,Invacio (INVC),
PHI,PHI Token (PHI),
LHD,LitecoinHD (LHD),
BTCE,EthereumBitcoin (BTCE),
R34P,R34P (R34P),ETH
NAMO,NamoCoin (NAMO),
VESTA,Vestarin (VESTA),
ERN,Ethernity Chain (ERN),ETH
LK7,Lucky7Coin (LK7),
ETHE,Grayscale Ethereum Trust (ETHE),
STBZ,Stabilize (STBZ),
COC,Community Coin (COC),
IGTT,IGT (IGTT),
LTBTC,Lightning Bitcoin (LTBTC),
CHESSCOIN,ChessCoin (CHESSCOIN),
SHADE,ShadeCoin (SHADE),
CHI,Chi Gastoken (CHI),
FMT,Finminity (FMT),ETH
MOONARCH,Moonarch (MOONARCH),BNB
BNTX.CUR,Biontech SE (BNTX.CUR),
QORA,QoraCoin (QORA),
NTCC,NeptuneClassic (NTCC),
GRN,GreenPower (GRN),
HAL,Halcyon (HAL),
SUSD,sUSD (SUSD),ETH
METACAT,MetaCat (METACAT),ETH
WEX,Wexcoin (WEX),
DRS,Digital Rupees (DRS),
CDPT,Creditor Data Platform (CDPT),
CHA,Charity Coin (CHA),
N1,NFTify (N1),ETH
ORBIS,Orbis (ORBIS),
RFG,Refugees Token (RFG),BNB
STOCKBET,StockBet (STOCKBET),
GMEE,GAMEE (GMEE),ETH
OUSD,Origin Dollar (OUSD),ETH
XBY,XTRABYTES (XBY),
LANA,LanaCoin (LANA),
LNKC,Linker Coin (LNKC),
ICP,Internet Computer (ICP),
VMC,VirtualMining Coin (VMC),
YEED,Yggdrash (YEED),ETH
LEMO,LemoChain (LEMO),ETH
YOU,YOU Chain (YOU),ETH
MGAMES,Meme Games (MGAMES),ETH
KEANU,Keanu Inu (KEANU),ETH
PYC,PayCoin (PYC),
SWYFTT,SWYFT (SWYFTT),
GLDS,Gdigit (GLDS),
ELX,Energy Ledger (ELX),ETH
MFX,MFChain (MFX),
FXT,FuzeX (FXT),
SWACH,Swachhcoin (SWACH),
REDC,RedCab (REDC),
OVC,OVCODE (OVC),
SEAL,Seal Finance (SEAL),
RBX,RiptoBuX (RBX),
PCL,Peculium (PCL),
SEER,SEER (SEER),
W1,W1 (W1),
THETABULL,3X Long Theta Network Token (THETABULL),
LCT,LendConnect (LCT),
ZRX,0x (ZRX),ETH
MTHD,Method Finance (MTHD),ETH
BONDED,Bonded Finance (BONDED),
AWAX,AWAX (AWAX),
MINUTE,MINUTE Vault (NFTX) (MINUTE),ETH
BOBS,Bob's Repair (BOBS),
ET4,Eticket4 (ET4),
FRV,Fitrova (FRV),
HYVE,Hyve (HYVE),ETH
3DES,3DES (3DES),
ELD,Electrum Dark (ELD),
XAUTBEAR,3X Short Tether Gold Token (XAUTBEAR),
BOG,Bogged Finance (BOG),BNB
EXIP,EXIP (EXIP),
BITS,BitstarCoin (BITS),
DKD,Dekado (DKD),
NAT,Natmin (NAT),
PP,ProducePay Chain (PP),
NYZO,Nyzo (NYZO),
RMPL,RMPL (RMPL),
BDAY,Birthday Cake (BDAY),
BURGER,Burger Swap (BURGER),
I0C,I0coin (I0C),
OXEN,Oxen (OXEN),
FRM,Ferrum Network (FRM),"ETH,BNB"
DDD,Scry.info (DDD),ETH
TRXBULL,3X Long TRX Token (TRXBULL),ETH
ECTE,EurocoinToken (ECTE),
SBRT,SaveBritney (SBRT),ETH
FREE,FREE coin (FREE),
VEOT,Viewo (VEOT),
LNC,Blocklancer (LNC),
Si14,Si14 (Si14),
QOOB,QOOBER (QOOB),
DDF,Digital Developers Fund (DDF),
TENX,TenX Token (TENX),
PORT,Port Finance (PORT),
InBit,PrepayWay (InBit),
BUSD,BUSD (BUSD),ETH
PAXGBULL,3X Long PAX Gold Token (PAXGBULL),
AIR.CUR,Delta Air Lines (AIR.CUR),
JPM.CUR,JPMorgan Chase (JPM.CUR),
TOOLS,TOOLS (TOOLS),
UPT,Universal Protocol Token (UPT),ETH
DFT,Draftcoin (DFT),
XLQ,Alqo (XLQ),
NWCN,NowCoin (NWCN),
KUBOS,KubosCoin (KUBOS),
DSR,Desire (DSR),
XED,Exeedme (XED),ETH
RPZX,Rapidz (RPZX),
POINTS,Cryptsy Points (POINTS),
XSPC,SpectreSecurityCoin (XSPC),
STR,Stater (STR),ETH
BSATOSHI,BabySatoshi (BSATOSHI),ETH
LYN,LYNCHPIN Token (LYN),
GNO,Gnosis (GNO),ETH
AKN,Akoin (AKN),
AXEL,AXEL (AXEL),
KYL,Kylin Network (KYL),ETH
THEMIS,Themis (THEMIS),
SHFT,Shyft Network (SHFT),ETH
SOLO,Sologenic (SOLO),
SAI,SAI (SAI),ETH
BTC3L,Amun Bitcoin 3x Daily Long (BTC3L),
BTCS,Bitcoin Scrypt (BTCS),
XBOND,Bitacium (XBOND),
LN,LINK (LN),
RENBTC,renBTC (RENBTC),ETH
UNIQ,Uniqredit (UNIQ),
BUCKS,SwagBucks (BUCKS),
UVU,CCUniverse (UVU),
DRGNHEDGE,1X Short Dragon Index Token (DRGNHEDGE),
GML,GameLeagueCoin (GML),
SOV,Sovryn (SOV),ETH
TBAR,Titanium BAR (TBAR),
EHRT,Eight Hours Token (EHRT),
BDOG,Bulldog Token (BDOG),ETH
GRLC,Garlicoin (GRLC),
XUC,Exchange Union (XUC),ETH
KRC,KRCoin (KRC),
WHN,Windhan Energy (WHN),
PKF,PolkaFoundry (PKF),
2LC,2local (2LC),
STALIN,StalinCoin (STALIN),
USDP,Pax Dollar (USDP),ETH
HUSL,Hustle Token (HUSL),
CATX,CAT.trade Protocol (CATX),
SEPA,Secure Pad (SEPA),ETH
QCH,QChi (QCH),
WOP,WorldPay (WOP),
CCO,Ccore (CCO),
EUCOIN,EU Coin (EUCOIN),
DOTUP,DOTUP (DOTUP),
TKO,Tokocrypto (TKO),BNB
UBIQ,Ubiqoin (UBIQ),
WIX,Wixlar (WIX),
VNXLU,VNX Exchange (VNXLU),
STAMP,SafePost (STAMP),
PEOS,pEOS (PEOS),
VLS,Veles (VLS),
CBM,CryptoBonusMiles (CBM),
AZUKI,Azuki (AZUKI),ETH
MDN,MADANA (MDN),
SNE.CUR,Sony Corporation (SNE.CUR),
BNA,BananaTok (BNA),
RUBX,eToro Russian Ruble (RUBX),
BDL,Bitdeal (BDL),
TEAM,TeamUP (TEAM),
TDE,Trade Ecology Token (TDE),
FF1,Two Prime FF1 Token (FF1),
TRYBBULL,3X Long BiLira Token (TRYBBULL),
CUEX,Cuex (CUEX),BNB
VTR,Vtorrent (VTR),
PAXGHALF,0.5X Long PAX Gold Token (PAXGHALF),
ZLST,Zillios (ZLST),
AI,Multiverse (AI),ETH
ADM,ADAMANT Messenger (ADM),
ENTER,EnterCoin (ENTER),
BKBT,BeeKan (BKBT),ETH
MRP,MorpheusCoin (MRP),
HPC,HappyCoin (HPC),
KRONE,Kronecoin (KRONE),
USAT,USAT (USAT),
TWT,Trust Wallet Token (TWT),BNB
PTC,PesetaCoin (PTC),
RSC,Ronaldinho Soccer Coin (RSC),
RSF,Royal Sting (RSF),
USDA,USDA (USDA),
DRACO,DT Token (DRACO),
DNO,Denaro (DNO),
BABYFLOKI,BabyFloki (BABYFLOKI),ETH
AOS,AOS (AOS),
Q2C,QubitCoin (Q2C),
GOAL,Goal Bonanza (GOAL),
MNC,MainCoin (MNC),
AXIS,Axis DeFi (AXIS),
LOUD,Loud Market (LOUD),BNB
DTCT,DetectorToken (DTCT),
BAR,FC Barcelona Fan Token (BAR),
SEL,SelenCoin (SEL),
ARCT,ArbitrageCT (ARCT),
INVOX,Invox Finance (INVOX),
SREUR,SocialRemit (SREUR),
LHT,LHT Coin (LHT),
BTMXHALF,0.5X Long BitMax Token Token (BTMXHALF),
SST,SIMBA Storage Token (SST),ETH
BITSZ,Bitsz (BITSZ),
TRI,Triangles Coin (TRI),
SMARTUP,Smartup (SMARTUP),
TRDS,Traders Token (TRDS),
PIVX,Private Instant Verified Transaction (PIVX),
DX,DxChain Token (DX),ETH
CIRC,CryptoCircuits (CIRC),
SNIP,LyrnAI (SNIP),
GFCS,Global Funeral Care (GFCS),
AN.CUR,Autonation (AN.CUR),
DBUND,DarkBundles (DBUND),ETH
GOGO,GOGO Finance (GOGO),ETH
WGRT,WaykiChain Governance Coin (WGRT),
VDO,VidioCoin (VDO),
JOK,JokerCoin (JOK),
CBP,ComBox (CBP),
CPRT.CUR,"Copart, Inc. (CPRT.CUR)",
DEGO,Dego Finance (DEGO),ETH
PXP,PointPay (PXP),
KISHIMOTO,Kishimoto Inu (KISHIMOTO),ETH
RIPO,RipOffCoin (RIPO),
GAI,GraphGrail AI (GAI),
CVA,Crypto Village Accelerator (CVA),
EOSUP,EOSUP (EOSUP),
JOE,JOE (JOE),AVAX
BT1,Bitfinex Bitcoin Future (BT1),
WNET,Wavesnode.net (WNET),
XHT,HollaEx (XHT),
CRB,Creditbit (CRB),
POSTC,PostCoin (POSTC),
ADS,Adshares (ADS),
ENGT,Engagement Token (ENGT),
INNBC,Innovative Bioresearch Coin (INNBC),ETH
USDE,UnitaryStatus Dollar (USDE),
XGR,GoldReserve (XGR),
WOONK,Woonkly (WOONK),
COOK,Cook (COOK),ETH; BNB; ONE
TOK,Tokenplace (TOK),ETH
SONG,Song Coin (SONG),
SPIKE,Spiking (SPIKE),
