Symbol,Name,BuiltOn
WDR,Wider Coin (WDR),TRX
YFBETA,yfBeta (YFBETA),
FARA,FaraLand (FARA),
FOTA,Fortuna (FOTA),
DFC,DeFiScale (DFC),ETH
WOLVERINU,WOLVERINU (WOLVERINU),ETH
BOLI,BolivarCoin (BOLI),
RPD,Rapids (RPD),
PPOVR,POVR (PPOVR),
PLG,Pledgecamp (PLG),
ADS.CUR,Adidas AG (ADS.CUR),
VOW3.CUR,Volkswagen AG (VOW3.CUR),
SGL,Sigil (SGL),
DUOT,DUO Network (DUOT),
WHITE,Whiteheart (WHITE),ETH
XUN,UltraNote (XUN),
GMA,Goldchip Mining Asset (GMA),
EVT,EveriToken (EVT),
DEGOV,Degov (DEGOV),ETH
AERGO,AERGO (AERGO),ETH
DAGT,Digital Asset Guarantee Token (DAGT),
IDRT,Rupiah Token (IDRT),
ACU,Aitheon (ACU),
MTLX,Mettalex (MTLX),ETH
SPORE,Enoki Finance (SPORE),
HEROES,Dehero Community Token (HEROES),BNB
BPAY,BNBPay (BPAY),BNB
DAXX,DaxxCoin (DAXX),
ZUP,Zupply Token (ZUP),
EWT,Energy Web Token (EWT),
TRB,Tellor (TRB),ETH
QSP,Quantstamp (QSP),ETH
ATL,ATLANT (ATL),
PURE,Pure (PURE),
CPEX,CoinPulseToken (CPEX),
UFR,Upfiring (UFR),
AIRX,Aircoins (AIRX),
FRM,Ferrum Network (FRM),"ETH,BNB"
ADZ,Adzcoin (ADZ),
CSAI,Compound SAI (CSAI),
NBS,New BitShares (NBS),
RACA,Radio Caca (RACA),BNB
LYTX,LYTIX (LYTX),
MU.CUR,"Micron Technology, Inc. (MU.CUR)",
DFGL,DeFi Gold (DFGL),
DNXC,DinoX (DNXC),ETH
WOZX,Efforce (WOZX),
BENJI,BenjiRolls (BENJI),
NIMFA,Nimfamoney (NIMFA),
ZJLT,ZJLT Distributed Factoring Network (ZJLT),ETH
ANONCOIN,Anoncoin (ANONCOIN),
VIP,VIP Tokens (VIP),
TON,Tokamak Network (TON),ETH
XRL,Rialto.AI (XRL),
MCN,mCoin (MCN),
BINTEX,Bintex Futures (BINTEX),ETH
SIDT,SID Token (SIDT),
SBGO,Bingo Share (SBGO),BNB
FET,Fetch.AI (FET),ETH
BRAZ,Brazio (BRAZ),
GNT,GreenTrust (GNT),BNB
NEXO,NEXO (NEXO),ETH
FYP,FlypMe (FYP),ETH
SBSC,Subscriptio (SBSC),
VLD,Valid (VLD),
RVO,AhrvoDEEX (RVO),
CUSDT,cUSDT (CUSDT),
DUCK,Unit Protocol New (DUCK),ETH
N1,NFTify (N1),ETH
VTHO,VeChainThor (VTHO),VET
PI,PCHAIN (PI),
MIDAS,Midas Dollar Share (MIDAS),
BLCT,Bloomzed Loyalty Club Ticket (BLCT),
JUI,Juiice (JUI),
TKA,Tokia (TKA),
PMEER,Qitmeer (PMEER),
USDT,Tether (USDT),"ETH,BTC,EOS,TRX,ALGO,SLP,OMG"
DESI,Desico (DESI),
QNTR,Quantor (QNTR),
EMIGR,EmiratesGoldCoin (EMIGR),
QBAO,Qbao (QBAO),
XNFT,xNFT Protocol (XNFT),HT
ANTI,Anti Bitcoin (ANTI),
EURT,Euro Tether (EURT),ETH
DLPH.CUR,Delphi Automotive (DLPH.CUR),
PRIVHEDGE,1X Short Privacy Index Token (PRIVHEDGE),
CARR,Carnomaly (CARR),ETH
WCUSD,Wrapped Celo Dollar (WCUSD),
BSC,BowsCoin (BSC),
EGO,EGOcoin (EGO),
BTT,BitTorrent (BTT),TRX
XAUR,Xaurum (XAUR),
SNL,Sport and Leisure (SNL),ETH
CALL,Global Crypto Alliance (CALL),
WELD,Weld (WELD),"ETH,BNB"
TRAC,OriginTrail (TRAC),ETH
2BASED,2Based Finance (2BASED),ETH
SIGNA,Signa (SIGNA),
ECC,Etherconnect (ECC),BNB
ZOI,Zoin (ZOI),
STONE,DataBloc (STONE),
JNJ.CUR,Johnson & Johnson (JNJ.CUR),
DXF,Dexfin (DXF),ETH
YFPRO,YFPRO Finance (YFPRO),
KFI,Klever Finance (KFI),
CXT,Coinonat (CXT),
ALUX,Alux Bank (ALUX),
BCHHALF,0.5X Long Bitcoin Cash Token (BCHHALF),
BYN,Beyond Finance (BYN),ETH
FCS,CryptoFocus (FCS),
SAGA,SagaCoin (SAGA),
ABCC,ABCC Token (ABCC),
ABNB,Airbnb (ABNB),
VAL,Validity (VAL),
FSLR.CUR,First Solar Inc (FSLR.CUR),
SPKTR,Ghost Coin (SPKTR),
HTHALF,0.5X Long Huobi Token Token (HTHALF),
LITHIUM,Lithium (LITHIUM),
HNZO,Hanzo Inu (HNZO),ETH
$TREAM,World Stream Finance ($TREAM),BNB
CGS,Crypto Gladiator Shards (CGS),OKB
CENNZ,Centrality Token (CENNZ),ETH
BITL,BitLux (BITL),
BCAC,Business Credit Alliance Chain (BCAC),
FIND,FindCoin (FIND),
FN,Filenet (FN),
MRCH,MerchDAO (MRCH),ETH
AXR,AXRON (AXR),
ISL,IslaCoin (ISL),
TRDT,Trident (TRDT),
PFE.CUR,Pfizer Inc (PFE.CUR),
XPO,Opair (XPO),
CSTL,Castle (CSTL),
CIF,Crypto Improvement Fund (CIF),
FXF,Finxflo (FXF),
ICP,Internet Computer (ICP),
SLS,SaluS (SLS),
QSLV,Quicksilver coin (QSLV),
RUSTBITS,Rustbits (RUSTBITS),
JC,JesusCoin (JC),
BMXX,Multiplier (BMXX),
FLOAT,Float Protocol (FLOAT),ETH
NOIA,Syntropy (NOIA),ETH
CAS,Cashaa (CAS),BNB
SLV,Silverway (SLV),
HUSD,HUSD (HUSD),
EST,ESports Chain (EST),
HBRS,HubrisOne (HBRS),
PTON,Foresting (PTON),
KTS,Klimatas (KTS),
FORM,Formation FI (FORM),ETH
POLY,Polymath Network (POLY),ETH
AKN,Akoin (AKN),
GENS,Genshiro (GENS),BNB
CHIPS,CHIPS (CHIPS),
HAZ,Hazza (HAZ),
DYNCOIN,Dyncoin (DYNCOIN),
PRQ,PARSIQ (PRQ),
CPS,CapriCoin (CPS),
GLD,SPDR Gold Shares (GLD),
SCN,Swiscoin (SCN),
EMC2,Einsteinium (EMC2),
BBC,BigBang Core (BBC),
ZEP,Zeppelin Dao (ZEP),BNB
GOMT,GoMeat (GOMT),
APYS,APYSwap (APYS),"ETH,BSC,HECO,SOL,MATIC"
XLA,Scala (XLA),
KDAG,King DAG (KDAG),ETH
WAIF,Waifu Token (WAIF),ETH
SEL,SelenCoin (SEL),
UCASH,U.CASH (UCASH),
PPR,Papyrus (PPR),
GPKR,Gold Poker (GPKR),
AIOZ,AIOZ Network (AIOZ),ETH
CXO,CargoX (CXO),ETH
AIT,AIChain Token (AIT),
RAWG,RAWG (RAWG),
FORESTPLUS,The Forbidden Forest (FORESTPLUS),
AFp.CUR,Air France-Klm (AFp.CUR),
GETH,Guarded Ether (GETH),ETH
REVE,Revenu (REVE),
UTNP,Universa (UTNP),
DFI,DeFiChain (DFI),
DRA,DraculaCoin (DRA),
YTN,YENTEN (YTN),
ASTA,ASTA (ASTA),
USNBT,NuBits (USNBT),
SDX,SwapDEX (SDX),ETH
YINBI,Yinbi (YINBI),XLM
NRB,NoirBits (NRB),
MCP,My Crypto Play (MCP),ETH
UNISWAPBULL,3X Long Uniswap Index Token (UNISWAPBULL),
VESTA,Vestarin (VESTA),
AMP,Amp (AMP),ETH
LTD,Limited Coin (LTD),
FBN,Five balance (FBN),
GIG,GigaCoin (GIG),
CTC,Creditcoin (CTC),
FLETA,FLETA (FLETA),ETH
UNIDX,UniDex (UNIDX),ETH
SSA.CUR,Sistema PJSFC GDR (SSA.CUR),
ARTEON,Arteon (ARTEON),ETH
BKX,BANKEX (BKX),
ETHPY,Etherpay (ETHPY),
NORA,SnowCrash Token (NORA),BNB
433,433 Token (433),
NKC,Nukecoinz (NKC),
BLN,Bulleon (BLN),
LNL,LunarLink (LNL),
COPS,Cops Finance (COPS),ETH
WAGE,Digiwage (WAGE),
YFIVE,YFIVE FINANCE (YFIVE),
CONS,ConSpiracy Coin (CONS),
DIC,Daikicoin (DIC),
USDC,USD Coin (USDC),"ETH,ALGO,SOL,XLM,TRX"
BCP,BitcashPay (BCP),ETH
EGLD,Elrond (EGLD),
DIVX,Divi Exchange Token (DIVX),
FORTUNE,Fortune (FORTUNE),
DOGEGF,DogeGF (DOGEGF),ETH
MTX,Matryx (MTX),ETH
SRM,Serum (SRM),ETH
CAB,CabbageUnit (CAB),
DEMOS,DEMOS (DEMOS),
SST,SIMBA Storage Token (SST),ETH
RETAIL,Retail.Global (RETAIL),
BLOK,Bloktopia (BLOK),MATIC
SQP,SqPay (SQP),
NOXB,Noxbox (NOXB),
JBL.CUR,Jabil (JBL.CUR),
VBX,VIBEXXX (VBX),ETH
CLO,Callisto Network (CLO),
SAT2,Saturn2Coin (SAT2),
ROBET,RoBet (ROBET),
BOMB,BOMB (BOMB),
SBUX.CUR,Starbucks Corp (SBUX.CUR),
SHARE,Seigniorage Shares (SHARE),ETH
KNC,Kyber Network (KNC),ETH
FYN,FundYourselfNow (FYN),
NLX,Nullex (NLX),
BSPM,Bitcoin Supreme (BSPM),
BRZ,Brazilian Digital Token (BRZ),ETH
HORSE,Ethorse (HORSE),
COM,Coliseum (COM),
ZBC,Zilbercoin (ZBC),
DEA,Degas Coin (DEA),
TCR,TecraCoin (TCR),
ZEN,Horizen (ZEN),
AC,Asia Coin (AC),
HIRE,HireMatch (HIRE),
CRPT,Crypterium (CRPT),ETH
PREM,Premium (PREM),
CZC,Crazy Coin (CZC),
OCTO,OctoFi (OCTO),ETH
LIVESTARS,Live Stars (LIVESTARS),
ATLAS,Star Atlas (ATLAS),
PSM,Prasm (PSM),
EU50.CUR,Euro Stoxx 50 (EU50.CUR),
JUN,"Jun ""M"" Coin (JUN)",
RFOX,RedFOX Labs (RFOX),ETH
PEX,PosEx (PEX),
ENVIENTA,Envienta (ENVIENTA),
AURS,Aureus (AURS),
API3,API3 (API3),ETH
IVN,IVN Security (IVN),
ROAD,ROAD (ROAD),
AN.CUR,Autonation (AN.CUR),
FDO,Firdaos (FDO),ETH
MEC,MegaCoin (MEC),
TBTC,tBTC (TBTC),ETH
YEC,Ycash (YEC),
PRIVHALF,0.5X Long Privacy Index Token (PRIVHALF),
DCX,DeCEX (DCX),
OXEN,Oxen (OXEN),
SOL,Solana (SOL),
AIR,AirToken (AIR),
DNN,DNN Token (DNN),
LLION,Lydian Lion (LLION),
SUPERTX,SuperTX (SUPERTX),
PERMIAN,Permian (PERMIAN),
ALPACA,Alpaca Finance (ALPACA),BNB
CDN,Canada eCoin (CDN),
BDAY,Birthday Cake (BDAY),
BETT,Bettium (BETT),
STRS,STARS (STRS),
DBUY,Doont Buy (DBUY),ETH
OXY2,Cryptoxygen (OXY2),
MOONDAY,Moonday Finance (MOONDAY),
ALCX,Alchemix (ALCX),ETH
COPE,Cope (COPE),
CIV,Civilization (CIV),ETH
FORTH,Ampleforth Governance Token (FORTH),ETH
EM,Eminer (EM),ETH
HALF,0.5X Long Bitcoin Token (HALF),
BORED,Bored Museum (BORED),ETH
VIC,Victorium (VIC),
TUT,Tutellus (TUT),
BLV,Blockvest (BLV),
DEL,DelChain (DEL),
MIT,MiMiner (MIT),
TYM,Tryvium (TYM),
VEG,BitVegan (VEG),
AGLD,Adventure Gold (AGLD),ETH
LEA,LeaCoin (LEA),
TRAVEL,Travelvee (TRAVEL),
QTCON,Quiztok (QTCON),ETH
QQQF,Standard Crypto Fund (QQQF),
REDI,REDi (REDI),ETH
CBS,Cerberus (CBS),
LIC,Ligercoin (LIC),
OGO,Origo (OGO),"mainnet,ETH"
BCNA,BitCanna (BCNA),
GGP,GGPro (GGP),
BTC2,Bitcoin 2 (BTC2),
WORK.CUR,Slack Technologies Inc (WORK.CUR),
MANA,Decentraland (MANA),ETH
OCTOC,OctoCoin (OCTOC),
LCS,LocalCoinSwap (LCS),
CAND,Canlead (CAND),
BCNX,BCNEX (BCNX),
INT,Internet Node token (INT),
PERP,Perpetual Protocol (PERP),ETH
XNL,Chronicle (XNL),ETH
QLC,QLC Chain (QLC),NEO
SKY,Skycoin (SKY),
XPY,PayCoin (XPY),
DIM,DIMCOIN (DIM),
VALORBIT,Valorbit (VALORBIT),
SAND,The Sandbox (SAND),ETH
GOREC,GoRecruit (GOREC),
PIO,Pioneershares (PIO),
PEOS,pEOS (PEOS),
DOGY,DogeYield (DOGY),ETH
UMBR,Umbria Network (UMBR),ETH
JAR,Jarvis+ (JAR),ETH
GER,GermanCoin (GER),
POLA,Polaris Share (POLA),ETH
BRK,BreakoutCoin (BRK),
TRCK,Truckcoin (TRCK),
ARMS,2Acoin (ARMS),
BAMBOO,BambooDeFi (BAMBOO),
CRU,Crust Network (CRU),ETH
GMCOIN,GMCoin (GMCOIN),TRX
RKC,Royal Kingdom Coin (RKC),
PTERIA,Pteria (PTERIA),
HAPI,HAPI (HAPI),ETH
OHM,Olympus (OHM),ETH
TIP,Tip Blockchain (TIP),
EDGEW,Edgeware (EDGEW),
PPBLZ,Pepemon Pepeballs (PPBLZ),ETH
PERL,Perlin (PERL),ETH
KATANA,Katana Finance (KATANA),
DETH,DarkEther (DETH),
ZAZA,ZAZA (ZAZA),
FLO,Flo (FLO),
EDEN,EDEN (EDEN),ETH
NEO,NEO (NEO),
RT2,RotoCoin (RT2),
TRI,Triangles Coin (TRI),
BTCM,BTCMoon (BTCM),
CGG,Chain Guardians (CGG),ETH
ID,Everest (ID),ETH
SAFEBULL,SafeBull (SAFEBULL),BNB
DUB,DubCoin (DUB),
MFG,SyncFab (MFG),
CSX,Coinstox (CSX),ETH
TLRY,Tilray (TLRY),
RCN,Ripio (RCN),ETH
BIUT,Bit Trust System (BIUT),
ALTBEAR,3X Short Altcoin Index Token (ALTBEAR),ETH
DUN,Dune (DUN),
BTNYX,BitOnyx Token (BTNYX),ETH
WCC,Wincash Coin (WCC),
XLM,Stellar (XLM),
LUCKYB,LuckyBlocks (LUCKYB),
NYC,NewYorkCoin (NYC),
CODEX,CODEX Finance (CODEX),BNB
FFA,Cryptofifa (FFA),BNB
ICC,Insta Cash Coin (ICC),
FITC,Fitcoin (FITC),
XPO.CUR,XPO Logistics (XPO.CUR),
XLV.CUR,Health Care Select Sector SPDR Fund (XLV.CUR),
JNS,Janus (JNS),
AZART,Azart (AZART),
CBK.CUR,Commerzbank AG (CBK.CUR),
SBRT,SaveBritney (SBRT),ETH
PLT,Add.xyz (PLT),ETH
ARG,Argentum (ARG),
CSH,CashOut (CSH),
HANA,Hanacoin (HANA),
OSC,iOscar (OSC),
LVIP,Limitless VIP (LVIP),
BNK,Bankera (BNK),
NTM,NetM (NTM),
EREAL,eREAL (EREAL),
ZXC,Oxcert (ZXC),ETH
KLC,KiloCoin (KLC),
CUMMIES,CumRocket (CUMMIES),BNB
BLC,BlakeCoin (BLC),
DAYTA,Dayta (DAYTA),
ON,OFIN Token (ON),
UZUMAKI,Uzumaki Inu (UZUMAKI),ETH
GLDR,Golder Coin (GLDR),
BSCH,BitSchool (BSCH),
MLGC,Marshal Lion Group Coin (MLGC),
MEXP,MOJI Experience Points (MEXP),
IPDN,IPDnetwork (IPDN),
MND,Mound Token (MND),BNB
2015,2015 coin (2015),
TEM,Temtum (TEM),
SEA,Second Exchange Alliance (SEA),
MGN,MagnaCoin (MGN),
DOS,DOS Network (DOS),
NEM.CUR,Newmont Mining (NEM.CUR),
HCT,HurricaneSwap Token (HCT),
ABC,AB-Chain (ABC),
EBIT,eBit (EBIT),
FTX,FintruX (FTX),
LEU,CryptoLEU (LEU),
TAIYO,Taiyo (TAIYO),ETH
OOE,OpenOcean (OOE),BNB
PGX,PhiGold Coin (PGX),
AUDIO,Audius (AUDIO),ETH
1TRC,1TRONIC (1TRC),BNB
42,42 Coin (42),
INXT,Internxt (INXT),
HST,Decision Token (HST),
BTV,Bitvote (BTV),
CWEX,Crypto Wine Exchange (CWEX),
BATH,Battle Hero (BATH),BNB
DB,DarkBit (DB),
GCN,gCn Coin (GCN),
RRC,Recycling Regeneration Chain (RRC),
XANK,Xank (XANK),
INJ,Injective Protocol (INJ),ETH
3DES,3DES (3DES),
BDR,BlueDragon (BDR),
DVTC,DivotyCoin (DVTC),
LT,Loctite Assets Token (LT),
JSE,JSEcoin (JSE),
YFII,DFI.money (YFII),ETH
NOAH,NOAHCOIN (NOAH),
CZRX,Compound 0x (CZRX),
NII,nahmii (NII),
PAI,Project Pai (PAI),
MINEX,Minex (MINEX),
YANU,Yanu (YANU),
SOHU.CUR,Sohu.com Limited (SOHU.CUR),
$KIRBYRELOADED,Kirby Reloaded ($KIRBYRELOADED),ETH
BLAS,BlakeStar (BLAS),
HFT,Hirefreehands (HFT),
GDT,Globe Derivative Exchange (GDT),ETH
COIN,Coinbase Tokenized Stock on FTX (COIN),ETH
ALPA,Alpaca (ALPA),ETH
CRTM,Cryptum (CRTM),
ADL,Adelphoi (ADL),
DBCCOIN,Datablockchain (DBCCOIN),
WOA,Wrapped Origin Axie (WOA),ETH
AUTO,Auto (AUTO),BNB
PZM,Prizm (PZM),
GIF,Gift Token (GIF),
ZLW,Zelwin (ZLW),
NEX,Nash Exchange (NEX),NEO
MARYJ,MaryJane Coin (MARYJ),
DIGS,Diggits (DIGS),
ZEX,Zaddex (ZEX),
BSTY,GlobalBoost (BSTY),
OSWAP,OpenSwap (OSWAP),
YAP,Yap Stone (YAP),
LXT,LITEX (LXT),ETH
SWACH,Swachhcoin (SWACH),
VNET.CUR,"21Vianet Group, Inc. (VNET.CUR)",
NEE.CUR,Nextera Energy (NEE.CUR),
YFV,YFValue (YFV),
ARTEX,Artex (ARTEX),BNB
BIP,Minter (BIP),
SUB,Substratum Network (SUB),
BTL,Bitrolium (BTL),
AWAX,AWAX (AWAX),
VSD,Value Set Dollar (VSD),ETH
TWLV,Twelve Coin (TWLV),
PDF,Port of DeFi Network (PDF),
XSD,SounDAC (XSD),
SKIN,Skincoin (SKIN),
GAINS,Gains (GAINS),ETH
DEB,Debitum Token (DEB),
XSUSHI,xSUSHI (XSUSHI),ETH
EXP,Expanse (EXP),
ETSC,​Ether star blockchain (ETSC),
SLME,Slime Finance (SLME),
DYT,DoYourTip (DYT),ETH
DRE,DoRen (DRE),ETH
ZER,Zero (ZER),
VBT,VB Token (VBT),
SDC.CUR,SmileDirectClub Inc (SDC.CUR),
COVER,Cover Protocol (COVER),ETH
MTCN,Multiven (MTCN),
TAS,TARUSH (TAS),
NFTX,NFTX (NFTX),ETH
SOMA,Soma (SOMA),ETH
