Symbol,Name,BuiltOn
CHADS,CHADS VC (CHADS),ETH
FLRS,Flourish Coin (FLRS),BNB
UKG,UnikoinGold (UKG),
F.CUR,Ford Motor Co (F.CUR),
PHC,Profit Hunters Coin (PHC),
PAINT,MurAll (PAINT),ETH
POLISPLAY,PolisPay (POLISPLAY),
XKI,Ki (XKI),ETH
CPAY,CryptoPay (CPAY),
FRECNX,FreldoCoinX (FRECNX),
MGM.CUR,MGM Resorts International (MGM.CUR),
CAPS,Ternoa (CAPS),ETH
CRU,Crust Network (CRU),ETH
MB8,MB8 Coin (MB8),
SEOS,Smart Eye Operating System (SEOS),
CCX,Conceal (CCX),
FSLR.CUR,First Solar Inc (FSLR.CUR),
NVST,NVO (NVST),
AUNIT,Aunit (AUNIT),
TBTC,tBTC (TBTC),ETH
BITOK,BitOKX (BITOK),
PSD,Poseidon (PSD),
EVY,EveryCoin (EVY),
DRACO,DT Token (DRACO),
DMGBULL,3X Long DMM Governance Token (DMGBULL),
NFTI,NFT Index (NFTI),ETH
PSG,Paris Saint-Germain Fan Token (PSG),CHZ
BTC,Bitcoin (BTC),
AMUN.CUR,Amundi (AMUN.CUR),
LINKBULL,3X Long Chainlink Token (LINKBULL),ETH
MCP,My Crypto Play (MCP),ETH
UNISTAKE,Unistake (UNISTAKE),ETH
EOSBULL,3X Long EOS Token (EOSBULL),ETH
BON,Bonpay (BON),ETH
SC,Siacoin (SC),
INS,Insolar (Old Chain) (INS),
PPC,PeerCoin (PPC),
JUDGE,JudgeCoin (JUDGE),
ION,Ionomy (ION),
DNET,DeNet (DNET),
OJX,Ojooo (OJX),
PPN,Puppies Network (PPN),ETH
KLC,KiloCoin (KLC),
PIST,Pist Trust (PIST),ETH
FRAZ,FrazCoin (FRAZ),
BOONS,BOONSCoin (BOONS),
ACD,Alliance Cargo Direct (ACD),
XAMP,Antiample (XAMP),
BAAS,BaaSid (BAAS),ETH
UNIQ,Uniqredit (UNIQ),
PIS,Polkainsure Finance (PIS),ETH
NTES.CUR,"NetEase, Inc. (NTES.CUR)",
XPL,Exclusive Platform (XPL),
XHT,HollaEx (XHT),
EL,ELYSIA (EL),
RAD,Radicle (RAD),ETH
FRTS,Fruits (FRTS),ETH
GRT,The Graph (GRT),ETH
UCH,UChain (UCH),
MESH,MeshBox (MESH),
PUNK,SteamPunk (PUNK),
GMEE,GAMEE (GMEE),ETH
EGT,Egretia (EGT),ETH
AA.CUR,Alcoa (AA.CUR),
VALUE,Value Liquidity (VALUE),ETH
LMAO,LMAO Finance (LMAO),ETH
