Symbol,Name,BuiltOn
PFE,Pfizer FTX (PFE),
HRBE,Harambee Token (HRBE),
MYCE,Mycelium Token (MYCE),
ARKK,ARK Innovation ETF (ARKK),
ACID,AcidCoin (ACID),
WSX,WeAreSatoshi (WSX),
HELL,HELL COIN (HELL),
AEM.CUR,Agnico Eagle (AEM.CUR),
DERI,Deri Protocol (DERI),ETH
DKA,dKargo (DKA),ETH
TCAP,Total Crypto Market Cap (TCAP),ETH
ALPA,Alpaca (ALPA),ETH
RC,Russiacoin (RC),
OLV,OldV (OLV),
BTCE,EthereumBitcoin (BTCE),
HEX,HEX (HEX),ETH
MONETA,Moneta (MONETA),
PENC,PenCoin (PENC),
BTLC,BitLuckCoin (BTLC),
AYA,Aryacoin (AYA),
FXF,Finxflo (FXF),
VCK,28VCK (VCK),
IMPT,Ether Kingdoms Token (IMPT),
ECOB,EcoBit (ECOB),
OFCR,CryptoPolice (OFCR),
ACA,ACA Token (ACA),
GOLD,Golden Goose (GOLD),ETH
GHOUL,Ghoul Coin (GHOUL),
CMOS,Cosmo (CMOS),
BCHHALF,0.5X Long Bitcoin Cash Token (BCHHALF),
USDS,StableUSD (USDS),ETH
TOK,Tokenplace (TOK),ETH
NAS2,Nas2Coin (NAS2),
WYR,Wyrify (WYR),
NTES.CUR,"NetEase, Inc. (NTES.CUR)",
SETH2,sETH2 (SETH2),ETH
HAL,Halcyon (HAL),
LCT,LendConnect (LCT),
BCHC,BitCherry (BCHC),
MEL,Melior AI (MEL),
APEX,ApexCoin (APEX),
SPKTR,Ghost Coin (SPKTR),
LALA,LaLa World (LALA),
GIB,Bible Coin (GIB),
BNTY,Bounty0x (BNTY),ETH
NOXB,Noxbox (NOXB),
TIPS,FedoraCoin (TIPS),
GRN,GreenPower (GRN),
HAPI,HAPI (HAPI),ETH
MCRN,MacronCoin (MCRN),
DRGNBULL,3X Long Dragon Index Token (DRGNBULL),
DSLA,DSLA Protocol (DSLA),
HELMET,Helmet Insure (HELMET),
MOVR,Moonriver (MOVR),
SHREK,ShrekCoin (SHREK),
LINANET,Lina (LINANET),
BDP,Big Data Protocol (BDP),ETH
COOL,CoolCoin (COOL),
BIGUP,BigUp (BIGUP),
DPX,Dopex (DPX),ETH
DAI,Dai (DAI),ETH
BABYCUBAN,Baby Cuban (BABYCUBAN),ETH
SPI,Shopping.io (SPI),ETH
AVAXIOU,Avalanche IOU (AVAXIOU),
MSC,Miningwatchdog Smartchain (MSC),
LTO,LTO Network (LTO),ETH
Q1S,Quantum1Net (Q1S),
XSTC,Safe Trade Coin (XSTC),
OVC,OVCODE (OVC),
FRST,FirstCoin (FRST),
SET,Securosys (SET),
NDR,Node Runners (NDR),ETH
BUT,BitUP Token (BUT),ETH
WASH,WashingtonCoin (WASH),
GOS,Gosama (GOS),
MTS,Metis (MTS),ETH
GAZE,GazeTV (GAZE),ETH
MLS,CPROP (MLS),
TOMOHALF,0.5X Long TomoChain Token (TOMOHALF),
PERP,Perpetual Protocol (PERP),ETH
WAULT,Wault Finance (WAULT),
WCFG,Wrapped Centrifuge (WCFG),ETH
NVC,NovaCoin (NVC),
CDAI,Compound Dai (CDAI),
NVZN,INVIZION (NVZN),ETH
PENTA,Penta (PENTA),
TEK,TekCoin (TEK),
GOA,GoaCoin (GOA),
USDG,USDG (USDG),
GOC,GoCrypto (GOC),
SPH,Sphynx Network (SPH),BNB
BWF,Beowulf (BWF),ETH
KAWA,Kawakami Inu (KAWA),ETH
BYTZ,BYTZ (BYTZ),
SCAP,SafeCapital (SCAP),
LC,Lutetium Coin (LC),BNB
XPAT,Bitnation Pangea (XPAT),
LUT,Cinemadrom (LUT),
SQR,Squeezer (SQR),
MINDS,Minds (MINDS),ETH
SOLA,Sola (SOLA),
UNF,Unfed Coin (UNF),
ETG,Ethereum Gold (ETG),
EDT,EtherDelta (EDT),
BHAO,Bithao (BHAO),
KFC,Chicken (KFC),
WOW,WOWswap (WOW),BNB
DAOACT,ACT (DAOACT),
GRFT,Graft Blockchain (GRFT),
PAN,Pantos (PAN),ETH
ELE,Elementrem (ELE),
CAG,Change (CAG),
ELT,Electron (ELT),
1CR,1Credit (1CR),
YFDAI,YfDAI.finance (YFDAI),ETH
SNX,Synthetix (SNX),ETH
LIPS,LipChain (LIPS),
NXTI,NXTI (NXTI),
AZ,Azbit (AZ),
COSX,Cosmecoin (COSX),
NPXSXEM,Pundi X NEM (NPXSXEM),
COVIR,COVIR (COVIR),ETH
COMPD,Compound Coin (COMPD),
S8C,S88 Coin (S8C),
XSB,Extreme Sportsbook (XSB),
VOT,Votecoin (VOT),
NC,Nayuta Coin (NC),
CELEB,CELEBPLUS (CELEB),ETH
XCPO,Copico (XCPO),
NWC,Newscrypto Coin (NWC),XLM
VAR,VARcrypt (VAR),
KEP,Kepler (KEP),
VNT,VNT Chain (VNT),ETH
ING,Iungo (ING),
FN,Filenet (FN),
RAISE,Raise Token (RAISE),
FYZNFT,Fyooz NFT (FYZNFT),ETH
MWAR,MemeWars (MWAR) (MWAR),BNB
SWIFT,BitSwift (SWIFT),
NLC,NoLimitCoin (NLC),
BIOB,BioBar (BIOB),
USCC,USC (USCC),
KNW,Knowledge (KNW),
BBN,BBNCOIN (BBN),
PMNT,Paymon (PMNT),
TTB,TrustaBit (TTB),
CJR,Conjure (CJR),
MITX,Morpheus Infrastructure Token (MITX),ETH
OMG,OMG Network (OMG),ETH
ARO,Arionum (ARO),
SECI,Seci (SECI),
EU50.CUR,Euro Stoxx 50 (EU50.CUR),
GLQ,GraphLinq Protocol (GLQ),ETH
CYBERD,Cyber Doge (CYBERD),ETH
DN8,Pldgr (DN8),
TRDS,Traders Token (TRDS),
GASG,Gasgains (GASG),ETH
FNB,FNB protocol (FNB),ETH
AVAX,Avalanche (AVAX),
F16,F16Coin (F16),
SKIN,Skincoin (SKIN),
SPHTX,SophiaTX (SPHTX),
JUR,Jur (JUR),
KNCHALF,0.5X Long Kyber Network Token (KNCHALF),
ULT,Ultiledger (ULT),ETH
IIC,Intelligent Investment Chain (IIC),ETH
MITH,Mithril (MITH),ETH
JKC,JunkCoin (JKC),
PGL,Prospectors (PGL),
AUDC,Aussie Digital (AUDC),
NBAI,Nebula AI (NBAI),
AUNIT,Aunit (AUNIT),
UHP,Ulgen Hash Power (UHP),
JWN.CUR,Nordstrom (JWN.CUR),
STBU,Stobox Token (STBU),ETH
WORLD,World Token (WORLD),ETH
WOWS,Wolves of Wall Street (WOWS),ETH
CURRY,CurrySwap (CURRY),ETH
DICEM,DICE Money (DICEM),
7E,7ELEVEN (7E),
MZK,Muzika Network (MZK),
ASAFE2,Allsafe (ASAFE2),
TFBX,Truefeedback Token (TFBX),
ACT,Achain (ACT),
WBB,Wild Beast Coin (WBB),
BLOCK,BlockNet (BLOCK),
EDU,EduCoin (EDU),ETH
MNTC,Manet Coin (MNTC),
VD,VinDax Coin (VD),
EXPE.CUR,Expedia Inc (EXPE.CUR),
ZCC1,ZeroCarbon (ZCC1),
HETH,Huobi Ethereum (HETH),
RNT,OneRoot Network (RNT),ETH
MOONC,MoonCoin (MOONC),
HEZ,Hermez Network Token (HEZ),
IOU,IOU1 (IOU),
ECH,EthereCash (ECH),
GE,GEchain (GE),
CATC,Catcoin (CATC),
SNGLS,SingularDTV (SNGLS),ETH
BABYFB,Baby Floki Billionaire (BABYFB),BNB
KAN,Bitkan (KAN),ETH
ZSE,ZSEcoin (ZSE),
UPX,uPlexa (UPX),
THETABULL,3X Long Theta Network Token (THETABULL),
RWD,Reward Vision (RWD),
EMAR,EmaratCoin (EMAR),
KBX,KuBitX (KBX),
SEEN,SEEN (SEEN),ETH
DOGIRA,Dogira (DOGIRA),ETH
ANC,Anchor Protocol (ANC),LUNA
INVOX,Invox Finance (INVOX),
BOTC,BotChain (BOTC),
DASC,DasCoin (DASC),
RVN,Ravencoin (RVN),
WXTZ,Wrapped Tezos (WXTZ),ETH
XDEF2,Xdef Finance (XDEF2),ETH
I9C,i9 Coin (I9C),
eFIC,FIC Network (eFIC),
HOMI,HOMIHELP (HOMI),
BCHDOWN,BCHDOWN (BCHDOWN),
ELES,Elements Estates (ELES),
CTT,Castweet (CTT),
ATP,Atlas Protocol (ATP),NAS
THG,Thetan Arena (THG),BNB
CLOAK,CloakCoin (CLOAK),
CJT,ConnectJob Token (CJT),
TDS,TokenDesk (TDS),
MONT,Monarch Token (MONT),
RAIZER,RAIZER (RAIZER),
MSTR,MicroStrategy (MSTR),
TENSHI,Tenshi (TENSHI),ETH
ORO,OroCoin (ORO),
SHARPE,Sharpe Capital (SHARPE),
WAR,WeStarter (WAR),HT
NPXS,Pundi X (NPXS),ETH
AWO,AiWork (AWO),ETH
AEC,AcesCoin (AEC),
MANNA,Manna (MANNA),
VTEX,Vertex (VTEX),
IQ,Everipedia (IQ),EOS
JPYX,eToro Japanese Yen (JPYX),
SDX,SwapDEX (SDX),ETH
DBC,DeepBrain Chain (DBC),NEO
NEX,Nash Exchange (NEX),NEO
BSTAR,Blackstar (BSTAR),
PLAN,Plancoin (PLAN),
VRSC,Verus Coin (VRSC),
ELAC,ELA Coin (ELAC),
NVT,NerveNetwork (NVT),
ACE,Acent (ACE),ETH
ZND,Zenad (ZND),
ADC,AudioCoin (ADC),
XET,Eternal Token (XET),
LUNES,Lunes (LUNES),
GRMD,GreenMed (GRMD),
DAOX,Daox (DAOX),
TMUS.CUR,"T-Mobile US, Inc. (TMUS.CUR)",
TREX,TreeBlock (TREX),
HUB,Hub Token (HUB),ETH
THEMIS,Themis (THEMIS),
AN.CUR,Autonation (AN.CUR),
SPHR,Sphere Coin (SPHR),
DEX,DEX (DEX),
$BASED,Based Money ($BASED),
BAGS,Basis Gold Share (BAGS),
AVAL,Avaluse (AVAL),ETH
PSB,PesoBit (PSB),
VEG,BitVegan (VEG),
BQ,Bitqy (BQ),
SAGE.CUR,"Sage Therapeutics, Inc. (SAGE.CUR)",
HODL,HOdlcoin (HODL),
OPU,Opu Coin (OPU),
HORUS,HorusPay (HORUS),
CR,CryptoRiyal (CR),
CSPN,Crypto Sports (CSPN),
CMP,Compcoin (CMP),
WTL,Welltrado (WTL),
ECR,EcoVerse (ECR),
CAMP,Camp (CAMP),
RFG,Refugees Token (RFG),BNB
KITTY,Kitty Inu (KITTY),ETH
SNM,SONM (SNM),ETH
ROK,Rockchain (ROK),
MGN,MagnaCoin (MGN),
0xDIARY,The 0xDiary Token (0xDIARY),
NEXO,NEXO (NEXO),ETH
RRT,Recovery Right Tokens (RRT),
BGBP,Binance GBP Stable Coin (BGBP),
GEMS,Carbon GEMS (GEMS),ETH
XBN,Elastic BNB (XBN),BNB
MINA,Mina Protocol (MINA),
CATT,Catex (CATT),ETH
ALA,ALA (ALA),
WET,WeShow Token (WET),
PBYI.CUR,"Puma Biotechnology, Inc. (PBYI.CUR)",
ABELE,Abele (ABELE),
L3P,Lepricon (L3P),ETH
SIMPLE,SimpleChain (SIMPLE),
RPL,RocketPool (RPL),
TUP,Tenup (TUP),
UNC,UnCoin (UNC),
SWEET,SweetStake (SWEET),
XRED,X Real Estate Development (XRED),
HYDRO,Hydro (HYDRO),"ETH,BNB,DOT,ALGO,ADA"
TAJ,TajCoin (TAJ),
NOS,nOS (NOS),
NEE.CUR,Nextera Energy (NEE.CUR),
RAPDOGE,RapDoge (RAPDOGE),ETH
RADI,RadicalCoin (RADI),
KSYS,K-Systems (KSYS),
NUTS,Squirrel Finance (NUTS),
TRVL,Travel Coin (TRVL),
BPS,BitcoinPoS (BPS),
PRIVHALF,0.5X Long Privacy Index Token (PRIVHALF),
CVA,Crypto Village Accelerator (CVA),
RH.CUR,Rh (RH.CUR),
MOD,Modefi (MOD),
LEMON,LemonCoin (LEMON),
REDN,Reden (REDN),
OWD,Owlstand (OWD),
MIRC,MIR COIN (MIRC),
EURS,STASIS EURS (EURS),ETH
AFFC,Affil Coin (AFFC),
BSYS,BSYS (BSYS),
NSFW,xxxNifty (NSFW),BNB
AMY,Amygws (AMY),
KVNT,KVANT (KVNT),
BAR,FC Barcelona Fan Token (BAR),
DFIO,DeFi Omega (DFIO),
XAYA,XAYA (XAYA),
IMPCH,Impeach (IMPCH),
GUNS,GeoFunders (GUNS),
CXA,CryptovationX (CXA),
ECA,Electra (ECA),
DAMO,Coinzen (DAMO),
MAX,MaxCoin (MAX),
MINE,Instamine Nuggets (MINE),
ARM,Armory Coin (ARM),
YAYCOIN,YAYcoin (YAYCOIN),
CRAFT,Craftcoin (CRAFT),
ATCC,ATC Coin (ATCC),
CVCC,CryptoVerificationCoin (CVCC),
ARNA,ARNA Panacea (ARNA),
BSE,BitSerial (BSE),
BRNX,Bronix (BRNX),
CYC,Cyclone Protocol (CYC),
SWACH,Swachhcoin (SWACH),
LTZ,Litecoinz (LTZ),
RFI,reflect.finance (RFI),
ALH,AlloHash (ALH),ETH
NGC,NagaCoin (NGC),
GAFI,GameFi (GAFI),BNB
FILST,Filecoin Standard Hashrate Token (FILST),ETH
ITC,IoT Chain (ITC),ETH
CRAIG,CraigsCoin (CRAIG),
OKBBEAR,3X Short OKB Token (OKBBEAR),
EOSUP,EOSUP (EOSUP),
PICKLE,Pickle Finance (PICKLE),ETH
PKF,PolkaFoundry (PKF),
MISHKA,Mishka Token (MISHKA),ETH
XCM,CoinMetro (XCM),
FTRC,FutureCoin (FTRC),
NZD.CUR,New Zealand Dollar (NZD.CUR),
MASK,Mask Network (MASK),ETH
PBQ,PUBLIQ (PBQ),
WUST,Wrapped UST Token (WUST),
1IRST,1irstcoin (1IRST),
PHT,Photon Token (PHT),
SMTY,Smoothy (SMTY),ETH
ARA,Ara Token (ARA),ETH
XUC,Exchange Union (XUC),ETH
CZR,CanonChain (CZR),
US500.CUR,S&P 500 (US500.CUR),
FST,Futureswap (FST),ETH
STCN,Stakecoin (STCN),
BTV,Bitvote (BTV),
LUM,Illuminates (LUM),
LIV,LiviaCoin (LIV),
DRA,DraculaCoin (DRA),
TRT,TuurnT (TRT),
ENERGYX,Safe Energy (ENERGYX),BNB
SMART,SmartCash (SMART),
LYM,Lympo (LYM),ETH
WCG,World Crypto Gold (WCG),
IPC,IPChain (IPC),
NAVI,NaviAddress (NAVI),
WANA,Wanaka Farm (WANA),BNB
JST,JUST (JST),TRX
SSTC,SunShotCoin (SSTC),
SPX,Sp8de (SPX),
FEAR,Fear (FEAR),ETH/BNB
FLX,Reflexer Ungovernance Token (FLX),ETH
BUYI,Buying.com (BUYI),
ZLW,Zelwin (ZLW),
OCTI,Oction (OCTI),
ARNC.CUR,Arconic (ARNC.CUR),
STAMP,SafePost (STAMP),
LEO,LEO Token (LEO),ETH
JUDGE,JudgeCoin (JUDGE),
DPAY,DelightPay (DPAY),
APA.CUR,Apache (APA.CUR),
ATR,Ather (ATR),
MUDRA,MudraCoin (MUDRA),
ETI,EtherInc (ETI),
PRY,PRIMARY (PRY),
YOLO.CUR,AdvisorShares Pure Cannabis ETF (YOLO.CUR),
CATX,CAT.trade Protocol (CATX),
SEL,SelenCoin (SEL),
MINX,InnovaMinex (MINX),
ZANO,Zano (ZANO),
VNFT,Very Nifty (VNFT),ETH
TFUEL,Theta Fuel (TFUEL),
NTK,Neurotoken (NTK),
KMX,KiMex (KMX),
SPE,SavePlanetEarth (SPE),BNB
MDU,MDUKEY (MDU),
HORSE,Ethorse (HORSE),
DEGO,Dego Finance (DEGO),ETH
NXS,Nexus (NXS),
TES,TeslaCoin (TES),
HUSH,Hush (HUSH),
ACDC,Volt (ACDC),
DRE,DoRen (DRE),ETH
OS76,OsmiumCoin (OS76),
OCX,Original Crypto Coin (OCX),
ETY,Ethereum Cloud (ETY),
PYP,PayPro (PYP),
AQU,aQuest (AQU),
DATA,Streamr (DATA),ETH
ADUX,Adult X Token (ADUX),
CRYPTOE,Cryptoenter (CRYPTOE),
PAID,PAID Network (PAID),ETH
AID,AidCoin (AID),
PAT,PATRON (PAT),
OPET,ÕpetFoundation (OPET),
CPAN,CryptoPlanes (CPAN),BNB
IPSX,IP Exchange (IPSX),
AIOT,AIOT Token (AIOT),
CIM,COINCOME (CIM),
XPN,PANTHEON X (XPN),ETH
QCX,QuickX Protocol (QCX),ETH
DF,dForce (DF),ETH
USDH,HonestCoin (USDH),
GRUB.CUR,Grubhub (GRUB.CUR),
KNC,Kyber Network (KNC),ETH
PBX,Paribus (PBX),ETH
NAN,NanoToken (NAN),
ZEIT,ZeitCoin (ZEIT),
REDCO,Redcoin (REDCO),
ADZ,Adzcoin (ADZ),
JULB,JustLiquidity Binance (JULB),
HTR,Hathor (HTR),
RYCN,RoyalCoin 2.0 (RYCN),
ZPAE,ZelaaPayAE (ZPAE),
SPC,SpaceChain ERC20 (SPC),ETH
YINBI,Yinbi (YINBI),XLM
CAP,BottleCaps (CAP),
GAI,GraphGrail AI (GAI),
TAIYO,Taiyo (TAIYO),ETH
BIFIF,BiFi (BIFIF),ETH
MRF,Moonradar.finance (MRF),BNB
AMBT,AMBT Token (AMBT),
TREE,HyperionX (TREE),
HTA,Historia (HTA),
EL,ELYSIA (EL),
TRONPAD,TRONPAD (TRONPAD),BNB
XMV,MoneroV (XMV),
AMA,MrWeb (AMA),
RICECOIN,RiceCoin (RICECOIN),
DRM8,Dream8Coin (DRM8),
VLUX,VLUX (VLUX),
CSEN,Consensus (CSEN),
CFXQ,CFX Quantum (CFXQ),ETH
SOLO,Sologenic (SOLO),
FINU,Fire Inu (FINU),ETH/BNB
PAYCON,Paycon (PAYCON),
ETP,Metaverse (ETP),
ANGL,Angel Token (ANGL),
EGCC,Engine (EGCC),
INTC.CUR,Intel Corporation (INTC.CUR),
XVP,VirtacoinPlus (XVP),
PWON,Personal Wager (PWON),
WRZ,Weriz (WRZ),
XAU,XauCoin (XAU),
AMS,Amsterdam Coin (AMS),
GPL,Gold Pressed Latinum (GPL),
PPBLZ,Pepemon Pepeballs (PPBLZ),ETH
YDR,YDragon (YDR),"ETH,BNB"
GROW,GrownCoin (GROW),
MLITE,MeLite (MLITE),
BCV,BitCapitalVendor (BCV),
AXR,AXRON (AXR),
MGD,MassGrid (MGD),
KNCBEAR,3X Short Kyber Network Token (KNCBEAR),
PDF,Port of DeFi Network (PDF),
YFARM,YFARM Token (YFARM),
NASADOGE,Nasa Doge (NASADOGE),BNB
LQD,Liquid (LQD),
BOTS,ArkDAO (BOTS),
DGB,DigiByte (DGB),
GNY,GNY (GNY),ETH
VFOX,VFOX (VFOX) (VFOX),BNB
ACAT,Alphacat (ACAT),NEO
EBTC,eBitcoin (EBTC),
ETBT,Ethereum Black (ETBT),
YANU,Yanu (YANU),
LENIN,LeninCoin (LENIN),
AUD.CUR,Australian Dollar (AUD.CUR),
TSF,Transaction Service Fee (TSF),
DICE,Etheroll (DICE),
MIMI,MIMI Money (MIMI),
YSH,Yoshi (YSH),
STMX,StormX (STMX),ETH
EDGEW,Edgeware (EDGEW),
BFI,BitDefi (BFI),
TAP,TappingCoin (TAP),
XLQ,Alqo (XLQ),
PPR,Papyrus (PPR),
RVX,Rivex (RVX),
MTC,MEDICAL TOKEN CURRENCY (MTC),ETH
ENT,Eternity (ENT),
VDG,VeriDocGlobal (VDG),
XSR,Xensor (XSR),ETH
SCOP,Scopuly (SCOP),
ICHI,ICHI (ICHI),ETH
BCA,Bitcoin Atom (BCA),
InBit,PrepayWay (InBit),
KVT,Kinesis Velocity Token (KVT),
YAP,Yap Stone (YAP),
FONZ,FonzieCoin (FONZ),
FJC,FujiCoin (FJC),
CALC,CaliphCoin (CALC),
AFCT,Allforcrypto (AFCT),
ETERNALC,Eternal Coin (ETERNALC),
DAG,Constellation (DAG),
BNB,Binance Coin (BNB),
MAN,Matrix AI Network (MAN),ETH
ERR,ErrorCoin (ERR),
SIDT,SID Token (SIDT),
RDS,Reger Diamond (RDS),
FXP,FXPay (FXP),ETH
NETC,NetworkCoin (NETC),
JIB,Jibbit (JIB),
